代码,简称,基金经理,基金公司,资产规模,评级评分,涨幅评分,业绩评分,综合评分,上海证券评级,招商证券评级,济安金信评级,晨星评级,近3月涨幅,近3月四分位,近6月涨幅,近6月四分位,近1年涨幅,近1年四分位,近2年涨幅,近2年四分位,近3年涨幅,近3年四分位,近5年涨幅,近5年四分位,选证能力,收益率,抗风险,稳定性,管理规模
008874,国寿安保尊诚纯债,高鑫,国寿安保,0.02亿元,80.0,86,77.5,79.1,5,3,4,4,2.18%,良好,3.10%,良好,5.79%,良好,9.73%,优秀,11.43%,优秀,---,,70.0,85.0,80.0,75.0,65.0
008558,永赢邦利债券A,吴玮,永赢,42.90亿元,84.00000000000001,100,74.0,79.6,4,4,3,5,2.84%,优秀,3.39%,优秀,6.68%,优秀,10.68%,优秀,13.12%,优秀,---,,75.0,90.0,70.0,70.0,85.0
008383,招商安心收益债券,马龙,招商,56.35亿元,80.0,52,77.5,75.7,5,3,4,4,1.30%,一般,1.37%,一般,3.60%,一般,9.06%,良好,11.07%,优秀,22.69%,优秀,80.0,75.0,75.0,80.0,90.0
010087,中邮纯债丰利债券,武志骁,中邮,0.00亿元,80.0,51,70.5,71.39999999999999,5,3,4,4,1.73%,一般,1.87%,一般,4.14%,一般,9.22%,良好,11.27%,优秀,---,,75.0,75.0,70.0,75.0,60.0
007540,华泰保兴安悦债券,陈祺伟,华泰保兴,46.26亿元,80.0,100,69.5,75.69999999999999,3,4,3,5,8.46%,优秀,11.03%,优秀,17.56%,优秀,23.03%,优秀,25.03%,优秀,33.39%,优秀,60.0,100.0,65.0,60.0,85.0
006599,国寿安保安丰纯债,李一鸣,国寿安保,44.25亿元,80.0,94,76.0,79.0,5,4,3,4,2.10%,良好,4.17%,优秀,7.18%,优秀,10.92%,优秀,12.99%,优秀,20.54%,良好,70.0,90.0,75.0,70.0,80.0
050027,博时信用债纯债债,张李陵,博时,119.59亿元,80.0,84,77.5,78.9,5,4,3,4,1.80%,良好,2.04%,良好,4.57%,良好,10.09%,优秀,12.84%,优秀,20.37%,良好,70.0,80.0,75.0,75.0,100.0
009306,平安惠铭纯债,张文平,平安,60.57亿元,80.0,89,79.5,80.6,5,4,3,4,2.09%,良好,2.43%,良好,5.53%,优秀,9.00%,良好,12.47%,优秀,---,,75.0,80.0,80.0,75.0,85.0
010191,华夏鼎信债券A,张海静,华夏,21.17亿元,84.00000000000001,90,69.0,75.6,4,4,5,4,2.50%,优秀,1.91%,良好,5.08%,良好,11.00%,优秀,12.70%,优秀,---,,70.0,80.0,65.0,70.0,80.0
002704,德邦锐兴债券A,张晶,德邦,15.43亿元,76.0,80,74.0,75.2,4,5,4,3,1.90%,良好,1.77%,一般,4.72%,良好,10.32%,优秀,10.99%,良好,21.35%,优秀,80.0,80.0,70.0,75.0,85.0
010192,华夏鼎信债券C,张海静,华夏,0.00亿元,80.0,90,67.0,73.19999999999999,4,3,5,4,2.47%,优秀,1.86%,良好,4.97%,良好,10.77%,优秀,12.36%,优秀,---,,70.0,80.0,65.0,70.0,60.0
010309,德邦锐裕利率债债,张旭,德邦,2.58亿元,68.0,100,74.5,75.1,2,3,2,5,9.89%,优秀,10.59%,优秀,12.32%,优秀,16.38%,优秀,19.26%,优秀,---,,85.0,100.0,70.0,65.0,75.0
010175,英大智享债券C,张大铮,英大,0.21亿元,84.00000000000001,100,66.0,74.80000000000001,4,3,4,5,3.16%,优秀,7.38%,优秀,10.63%,优秀,13.81%,优秀,11.92%,优秀,---,,80.0,90.0,60.0,60.0,70.0
011008,国寿安保尊弘短债,桑迎,国寿安保,36.29亿元,80.0,75,79.5,79.19999999999999,3,5,4,4,0.69%,一般,1.03%,一般,2.76%,良好,6.68%,良好,9.87%,优秀,---,,75.0,70.0,80.0,85.0,85.0
012229,华安众鑫90天滚,郑如熙,华安,0.88亿元,80.0,83,82.0,81.49999999999999,3,5,4,4,0.83%,良好,1.06%,良好,2.99%,良好,6.87%,良好,9.36%,优秀,---,,85.0,70.0,85.0,85.0,70.0
004564,北信瑞丰鼎利债券,于军华,北信,0.02亿元,84.00000000000001,98,63.0,72.8,4,3,4,5,3.31%,优秀,11.57%,优秀,12.56%,优秀,11.16%,优秀,12.63%,优秀,17.63%,良好,90.0,90.0,55.0,55.0,65.0
012356,浦银安盛季季鑫9,曹治国,浦银,6.05亿元,80.0,90,85.0,84.0,3,5,4,4,0.91%,良好,1.37%,优秀,3.09%,良好,6.92%,优秀,9.28%,优秀,---,,75.0,70.0,90.0,85.0,80.0
010653,农银汇理金玉债券,郭振宇,农银,10.41亿元,84.00000000000001,100,72.5,78.7,3,4,4,5,2.99%,优秀,3.55%,优秀,6.72%,优秀,10.80%,优秀,13.19%,优秀,---,,70.0,85.0,70.0,70.0,80.0
010174,英大智享债券A,张大铮,英大,0.99亿元,84.00000000000001,100,66.0,74.80000000000001,4,3,4,5,3.25%,优秀,7.58%,优秀,11.06%,优秀,14.72%,优秀,13.27%,优秀,---,,80.0,90.0,60.0,60.0,70.0
012397,南方佳元6个月持,孙鲁闽,南方,5.64亿元,80.0,75,70.5,73.8,3,3,4,5,0.69%,一般,2.55%,一般,7.08%,良好,6.69%,良好,7.68%,优秀,---,,85.0,90.0,65.0,65.0,75.0
006635,永赢伟益债券A,章成,永赢,37.97亿元,88.00000000000001,100,73.5,80.5,4,4,4,5,2.63%,优秀,3.59%,优秀,7.32%,优秀,12.51%,优秀,14.45%,优秀,23.41%,优秀,70.0,90.0,70.0,70.0,85.0
012395,兴业60天滚动持,刘禹含,兴业,3.79亿元,80.0,83,82.5,81.8,3,4,5,4,0.79%,良好,1.04%,良好,2.69%,良好,6.61%,良好,9.41%,优秀,---,,85.0,70.0,85.0,85.0,75.0
013068,博时双月享60天,郭思洁,博时,17.35亿元,76.0,0,90.0,76.8,3,3,3,5,0.83%,不佳,1.33%,不佳,3.50%,不佳,7.81%,一般,10.27%,一般,---,,95.0,70.0,95.0,85.0,80.0
011262,华夏鼎英债券A,文世伦,华夏,25.68亿元,76.0,78,74.5,75.3,3,3,3,5,1.19%,一般,1.65%,一般,4.73%,良好,9.98%,优秀,13.29%,优秀,---,,70.0,80.0,75.0,70.0,75.0
013375,平安元鑫120天,欧阳亮,平安,11.57亿元,76.0,86,75.0,76.39999999999999,3,3,3,5,1.03%,优秀,0.92%,一般,3.06%,良好,8.62%,优秀,10.79%,优秀,---,,70.0,70.0,75.0,80.0,80.0
013585,天弘齐享债券发起,赵鼎龙,天弘,42.15亿元,76.0,100,73.0,76.6,3,3,3,5,3.08%,优秀,3.00%,优秀,6.04%,优秀,11.06%,优秀,13.38%,优秀,---,,65.0,85.0,70.0,70.0,90.0
013456,长盛安逸纯债债券,王贵君,长盛,0.00亿元,76.0,82,74.0,75.4,3,3,3,5,1.77%,良好,1.79%,一般,4.37%,良好,10.15%,优秀,14.45%,优秀,---,,80.0,80.0,75.0,80.0,50.0
970063,华安证券合赢六个,樊艳,华安证券资管,8.23亿元,76.0,30,79.0,73.2,3,3,3,5,0.48%,不佳,1.26%,不佳,4.39%,不佳,10.56%,优秀,13.07%,优秀,---,,85.0,75.0,80.0,70.0,80.0
011263,华夏鼎英债券C,文世伦,华夏,0.00亿元,76.0,66,72.5,72.89999999999999,3,3,3,5,1.18%,不佳,1.60%,一般,4.64%,良好,9.77%,优秀,13.09%,优秀,---,,70.0,80.0,75.0,70.0,55.0
110035,易方达双债增强债,王晓晨,易方达,112.55亿元,80.0,88,65.0,71.8,4,3,3,5,3.15%,优秀,8.85%,优秀,9.50%,优秀,8.47%,良好,9.11%,一般,41.92%,优秀,75.0,90.0,55.0,55.0,100.0
012451,国寿安保安恒金融,李一鸣,国寿安保,14.58亿元,72.0,100,72.5,75.1,3,3,2,5,4.88%,优秀,6.38%,优秀,9.99%,优秀,13.70%,优秀,15.55%,优秀,---,,60.0,100.0,70.0,65.0,80.0
970054,信达添利三个月持,王琳,信达证券,0.98亿元,76.0,42,80.5,75.3,3,3,3,5,1.12%,一般,1.66%,不佳,3.30%,不佳,7.84%,优秀,9.50%,优秀,---,,75.0,70.0,85.0,80.0,70.0
013216,财通资管鸿启90,陈希希,财通资管,3.32亿元,76.0,86,83.0,81.19999999999999,3,3,3,5,0.97%,良好,1.22%,良好,2.81%,良好,7.25%,优秀,10.63%,优秀,---,,90.0,70.0,85.0,85.0,75.0
970055,信达信利六个月持,王琳,信达证券,0.45亿元,76.0,39,77.0,72.9,3,3,3,5,1.16%,一般,1.35%,不佳,3.07%,不佳,6.51%,良好,7.74%,优秀,---,,70.0,70.0,80.0,80.0,70.0
014083,浙商汇金月享30,程嘉伟,浙商资管,7.56亿元,76.0,96,72.0,75.6,3,3,3,5,1.42%,优秀,0.96%,良好,3.59%,优秀,8.75%,优秀,11.51%,优秀,---,,70.0,75.0,70.0,75.0,80.0
012618,长安泓沣中短债债,李坤,长安,12.60亿元,76.0,46,74.5,72.1,3,3,3,5,0.79%,良好,0.64%,不佳,2.68%,一般,8.06%,优秀,11.23%,优秀,---,,70.0,70.0,75.0,75.0,80.0
970037,华安证券睿赢一年,刘杰,华安证券资管,3.21亿元,76.0,42,74.0,71.4,3,3,3,5,0.83%,一般,1.68%,不佳,5.42%,一般,11.82%,优秀,14.25%,优秀,---,,90.0,85.0,70.0,70.0,75.0
014086,兴证全球恒悦18,田志祥,兴证全球,83.38亿元,76.0,48,81.5,76.5,3,3,3,5,1.24%,一般,1.51%,一般,3.68%,一般,9.17%,良好,11.86%,良好,---,,85.0,75.0,80.0,80.0,95.0
970035,华安证券合赢九个,张欣,华安证券资管,4.58亿元,76.0,54,71.5,71.10000000000001,3,3,3,5,0.98%,一般,2.00%,一般,4.76%,一般,10.07%,优秀,12.09%,优秀,---,,80.0,75.0,70.0,65.0,75.0
013429,东兴鑫享6个月滚,司马义买买提,东兴,12.29亿元,76.0,39,79.0,74.10000000000001,3,3,3,5,1.38%,一般,1.34%,不佳,2.91%,不佳,8.32%,良好,13.11%,优秀,---,,80.0,70.0,80.0,80.0,80.0
970036,华安证券睿赢一年,刘杰,华安证券资管,1.06亿元,76.0,54,73.5,72.30000000000001,3,3,3,5,0.93%,一般,1.89%,一般,5.84%,一般,12.74%,优秀,15.64%,优秀,---,,90.0,85.0,70.0,70.0,70.0
014084,浙商汇金月享30,程嘉伟,浙商资管,29.12亿元,76.0,80,72.5,74.3,3,3,3,5,1.37%,优秀,0.85%,不佳,3.38%,优秀,8.30%,优秀,10.85%,优秀,---,,70.0,70.0,70.0,75.0,90.0
013976,财通资管鸿佳60,李杰,财通资管,1.65亿元,76.0,86,82.5,80.89999999999999,3,3,3,5,0.89%,良好,1.22%,良好,2.85%,良好,8.11%,优秀,11.38%,优秀,---,,85.0,70.0,85.0,85.0,75.0
013807,财通资管鸿越3个,陈希希,财通资管,4.00亿元,76.0,51,78.0,74.69999999999999,3,3,3,5,1.13%,一般,1.55%,一般,3.29%,不佳,8.09%,良好,12.49%,优秀,---,,75.0,70.0,80.0,80.0,75.0
013804,财通资管鸿越3个,陈希希,财通资管,9.65亿元,76.0,51,78.5,75.0,3,3,3,5,1.15%,一般,1.60%,一般,3.39%,不佳,8.30%,良好,12.84%,优秀,---,,75.0,70.0,80.0,80.0,80.0
013977,财通资管鸿佳60,李杰,财通资管,12.69亿元,76.0,62,79.0,76.4,3,3,3,5,0.84%,良好,1.12%,良好,2.64%,一般,7.68%,优秀,10.72%,优秀,---,,80.0,65.0,80.0,85.0,80.0
013428,东兴鑫享6个月滚,司马义买买提,东兴,21.76亿元,76.0,51,80.0,75.89999999999999,3,3,3,5,1.44%,一般,1.47%,一般,3.17%,不佳,8.87%,良好,13.95%,优秀,---,,85.0,70.0,80.0,80.0,85.0
000911,鑫元合丰纯债A,刘丽娟,鑫元,50.84亿元,76.0,72,79.5,77.7,5,4,4,3,1.41%,一般,1.79%,一般,5.19%,良好,9.34%,良好,11.55%,良好,18.97%,良好,75.0,80.0,80.0,75.0,85.0
006337,华安安浦债券A,李振宇,华安,45.21亿元,84.00000000000001,82,73.0,77.2,5,4,4,4,1.90%,良好,1.83%,一般,4.43%,良好,9.93%,优秀,12.83%,优秀,20.77%,优秀,70.0,75.0,70.0,75.0,90.0
006288,永赢盛益债券C,章成,永赢,1.06亿元,84.00000000000001,100,72.5,78.7,4,3,4,5,2.28%,优秀,3.10%,优秀,6.79%,优秀,10.54%,优秀,12.92%,优秀,21.67%,优秀,70.0,90.0,70.0,70.0,75.0
009349,前海联合添泽债券,孙连玉,前海联合,0.03亿元,84.00000000000001,100,67.5,75.7,4,4,3,5,5.53%,优秀,9.07%,优秀,11.26%,优秀,13.24%,优秀,15.85%,优秀,---,,85.0,100.0,60.0,65.0,65.0
900026,中信证券信盈一年,田宇,中信证券资产管理,17.09亿元,76.0,66,84.0,79.8,3,3,3,5,1.07%,不佳,1.69%,一般,5.10%,良好,11.48%,优秀,13.05%,优秀,---,,80.0,85.0,85.0,80.0,85.0
010310,德邦锐裕利率债债,张旭,德邦,1.79亿元,64.0,100,73.5,73.3,1,3,2,5,9.82%,优秀,10.31%,优秀,11.91%,优秀,15.64%,优秀,18.16%,优秀,---,,85.0,100.0,70.0,65.0,65.0
007447,平安惠泰纯债A,张文平,平安,115.39亿元,80.0,90,80.5,81.3,5,4,3,4,1.67%,良好,2.36%,良好,6.76%,优秀,9.65%,良好,12.71%,优秀,21.79%,优秀,80.0,90.0,80.0,70.0,85.0
003838,东方臻享纯债债券,车日楠,东方,4.38亿元,72.0,32,76.5,70.7,2,3,3,5,1.25%,一般,1.11%,不佳,3.42%,不佳,10.19%,优秀,13.03%,优秀,15.78%,不佳,85.0,70.0,75.0,80.0,80.0
005909,华泰保兴尊利债券,张挺,华泰保兴,8.06亿元,84.00000000000001,100,68.0,76.0,4,3,4,5,3.82%,优秀,7.29%,优秀,14.80%,优秀,13.62%,优秀,12.69%,优秀,28.04%,优秀,85.0,100.0,60.0,60.0,75.0
519726,交银稳固收益债券,姜承操,交银,1.99亿元,80.0,82,65.5,71.5,4,3,3,5,3.12%,优秀,7.45%,优秀,8.43%,良好,3.19%,一般,10.54%,优秀,17.23%,良好,70.0,85.0,60.0,60.0,80.0
970086,华安证券合赢三个,樊艳,华安证券资管,5.41亿元,76.0,42,82.5,76.5,3,3,3,5,0.65%,一般,0.83%,不佳,2.58%,不佳,8.23%,优秀,11.09%,优秀,---,,90.0,65.0,85.0,85.0,75.0
010856,民生加银恒泽债券,关键,民生,81.72亿元,84.00000000000001,100,73.5,79.30000000000001,4,3,4,5,2.91%,优秀,3.48%,优秀,7.44%,优秀,11.92%,优秀,14.09%,优秀,---,,60.0,90.0,70.0,70.0,95.0
161115,易方达岁丰添利债,胡剑,易方达,116.15亿元,80.0,82,78.5,79.3,4,4,4,4,1.95%,良好,2.65%,良好,5.80%,良好,8.44%,良好,10.69%,良好,33.03%,优秀,80.0,85.0,75.0,70.0,100.0
100018,富国天利增长债券,黄纪亮,富国,94.85亿元,80.0,82,78.0,79.0,4,4,4,4,2.30%,良好,3.20%,良好,5.09%,良好,9.08%,良好,10.28%,良好,22.34%,优秀,80.0,80.0,75.0,70.0,100.0
270046,广发景荣纯债,曾雪兰,广发,69.43亿元,80.0,48,80.0,76.8,4,4,4,4,1.36%,一般,1.63%,一般,4.00%,一般,8.64%,良好,11.04%,良好,---,,75.0,75.0,80.0,80.0,90.0
001960,兴银瑞益,陶国峰,兴银,37.02亿元,80.0,40,77.0,74.19999999999999,4,4,4,4,1.28%,一般,1.27%,不佳,3.86%,一般,9.52%,良好,11.90%,优秀,20.83%,优秀,80.0,75.0,75.0,80.0,85.0
002268,兴业丰利债券,伍方方,兴业,44.18亿元,80.0,74,77.0,77.6,4,4,4,4,1.60%,一般,1.77%,一般,4.58%,良好,9.52%,良好,12.15%,优秀,20.43%,良好,75.0,80.0,75.0,80.0,85.0
001235,中银国有企业债A,王晓彦,中银,17.70亿元,80.0,100,78.0,80.8,4,4,4,4,3.01%,优秀,4.87%,优秀,8.45%,优秀,11.00%,优秀,12.61%,优秀,26.00%,优秀,90.0,90.0,75.0,70.0,80.0
675111,西部利得汇享债券,严志勇,西部利得,41.88亿元,80.0,96,74.0,78.0,4,4,4,4,2.52%,良好,4.43%,优秀,7.07%,优秀,9.97%,优秀,11.74%,优秀,24.58%,优秀,80.0,85.0,70.0,70.0,85.0
675100,西部利得得尊纯债,严志勇,西部利得,17.15亿元,80.0,84,76.0,78.0,4,4,4,4,2.33%,良好,3.26%,良好,5.91%,良好,9.08%,良好,10.99%,优秀,22.60%,优秀,80.0,80.0,75.0,70.0,80.0
002073,圆信永丰兴融A,林铮,圆信永丰,17.61亿元,80.0,26,77.0,72.79999999999998,4,4,4,4,1.08%,不佳,1.16%,不佳,3.61%,一般,8.72%,良好,11.66%,良好,24.76%,优秀,85.0,75.0,75.0,80.0,80.0
003407,景顺长城景泰丰利,陈静,景顺长城,72.93亿元,80.0,100,75.0,79.0,4,4,4,4,3.22%,优秀,3.64%,优秀,8.30%,优秀,12.28%,优秀,14.19%,优秀,22.59%,优秀,70.0,95.0,70.0,70.0,95.0
005171,富国景利纯债债券,朱梦娜,富国,51.49亿元,80.0,74,77.5,77.9,4,4,4,4,1.63%,一般,1.71%,一般,4.50%,良好,9.74%,优秀,11.79%,良好,20.05%,良好,75.0,80.0,75.0,80.0,90.0
004920,富国泓利纯债债券,武磊,富国,57.74亿元,80.0,82,75.5,77.5,4,4,4,4,2.06%,良好,2.19%,良好,4.53%,良好,9.34%,良好,11.63%,良好,21.39%,优秀,80.0,80.0,70.0,75.0,100.0
006043,永赢惠益债券A,吴玮,永赢,125.42亿元,80.0,100,75.0,79.0,4,4,4,4,2.82%,优秀,3.52%,优秀,7.29%,优秀,11.69%,优秀,14.09%,优秀,21.61%,优秀,70.0,90.0,70.0,70.0,100.0
006422,嘉合磐稳纯债A,李超,嘉合,0.05亿元,80.0,74,74.5,76.1,4,4,4,4,1.74%,良好,1.96%,良好,5.05%,良好,8.90%,良好,12.34%,优秀,18.39%,一般,75.0,80.0,75.0,75.0,65.0
006513,鹏扬淳享债券A,王黎骁,鹏扬,10.42亿元,80.0,94,79.5,81.1,4,4,4,4,2.07%,良好,2.59%,优秀,5.73%,优秀,9.70%,良好,12.57%,优秀,21.03%,优秀,75.0,85.0,80.0,75.0,80.0
006850,永赢颐利债券,牟琼屿,永赢,22.90亿元,80.0,82,77.0,78.39999999999999,4,4,4,4,1.68%,良好,1.68%,一般,4.74%,良好,10.25%,优秀,12.49%,优秀,20.89%,优秀,80.0,80.0,75.0,75.0,85.0
006901,上银慧祥利债券A,葛沁沁,上银,62.96亿元,80.0,92,77.5,79.7,4,4,4,4,1.97%,良好,2.28%,良好,5.62%,优秀,10.76%,优秀,12.50%,优秀,20.76%,优秀,75.0,85.0,75.0,75.0,90.0
006558,永赢通益债券A,牟琼屿,永赢,24.72亿元,80.0,48,77.0,74.99999999999999,4,4,4,4,1.27%,一般,1.41%,一般,4.16%,一般,8.78%,良好,11.43%,良好,20.16%,良好,80.0,75.0,75.0,80.0,85.0
007295,天弘安益债券A,赵鼎龙,天弘,57.58亿元,80.0,82,72.5,75.7,4,4,4,4,1.98%,良好,1.63%,一般,4.94%,良好,10.02%,优秀,12.32%,优秀,20.92%,优秀,65.0,80.0,70.0,70.0,90.0
007105,国泰丰鑫纯债债券,刘嵩扬,国泰,39.76亿元,80.0,48,77.5,75.3,4,4,4,4,1.42%,一般,1.60%,一般,3.96%,一般,9.65%,良好,11.60%,良好,19.71%,良好,85.0,75.0,75.0,80.0,85.0
007321,鹏华金利债券A,邓明明,鹏华,72.55亿元,80.0,84,77.0,78.6,4,4,4,4,1.95%,良好,2.33%,良好,4.78%,良好,10.79%,优秀,11.68%,良好,21.21%,优秀,75.0,80.0,75.0,75.0,90.0
007536,博时富乐纯债债券,胥艺,博时,12.00亿元,80.0,86,75.0,77.6,4,4,4,4,1.94%,良好,1.97%,良好,4.72%,良好,9.83%,优秀,12.22%,优秀,21.54%,优秀,65.0,80.0,75.0,75.0,80.0
007196,平安惠合纯债,高勇标,平安,10.33亿元,80.0,78,76.0,77.39999999999999,4,4,4,4,1.72%,良好,1.69%,一般,4.82%,良好,9.83%,优秀,11.60%,良好,19.32%,良好,75.0,80.0,75.0,75.0,80.0
007985,博时富悦纯债A,王帅,博时,15.77亿元,80.0,90,72.5,76.5,4,4,4,4,2.26%,优秀,2.25%,良好,4.88%,良好,10.22%,优秀,12.12%,优秀,21.52%,优秀,70.0,80.0,70.0,75.0,80.0
007716,嘉实致华纯债债券,王立芹,嘉实,33.45亿元,80.0,98,72.5,77.3,4,4,4,4,2.78%,优秀,2.54%,优秀,5.87%,优秀,11.95%,优秀,12.99%,优秀,19.23%,良好,65.0,85.0,70.0,70.0,85.0
008302,永赢易弘债券A,陶毅,永赢,54.16亿元,80.0,94,76.5,79.30000000000001,4,4,4,4,2.38%,优秀,3.08%,优秀,5.76%,优秀,9.40%,良好,11.33%,良好,---,,80.0,80.0,75.0,70.0,85.0
008409,景顺长城景泰裕利,彭成军,景顺长城,167.16亿元,80.0,80,75.5,77.3,4,4,4,4,1.86%,良好,2.06%,良好,4.82%,良好,9.48%,良好,11.64%,良好,---,,80.0,80.0,70.0,75.0,100.0
008465,蜂巢添益纯债A,金之洁,蜂巢,14.96亿元,80.0,24,76.5,72.30000000000001,4,4,4,4,1.30%,一般,1.31%,不佳,3.51%,不佳,8.19%,一般,11.03%,良好,---,,85.0,70.0,75.0,80.0,80.0
009831,长城稳利纯债A,吴冰燕,长城,10.68亿元,80.0,42,73.0,72.0,4,4,4,4,1.56%,一般,1.13%,不佳,4.12%,一般,9.74%,优秀,12.52%,优秀,---,,80.0,75.0,70.0,75.0,80.0
006066,中加颐睿纯债债券,于跃,中加,32.51亿元,80.0,52,73.0,73.0,4,4,4,4,1.79%,良好,1.37%,一般,3.83%,一般,8.77%,良好,11.09%,良好,19.91%,良好,70.0,75.0,70.0,75.0,90.0
